ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,data_nascimento,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,nome_anonimizado,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,ra,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM
2022,2010,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,147.0,789.0,14.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,9.0,5.0,2.3,12,4.9,,,5.519,,Não,,Escola Pública,,7.5,6.5,3.2,Aluno-439,3.0,nan,,,nan,Quartzo,,1.3,RA-439,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Sem limitações,M,5.519,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,2011,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,56.0,382.0,6.0,2011-01-01 00:00:00,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Masculino,9.5,10.0,5.5,11,9.0,,,7.329,,Não,,Escola Pública,,6.9,5.833,6.0,Aluno-440,3.0,nan,,,nan,Ametista,,5.0,RA-440,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,P,7.329,nan,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2019,2011,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,11.0,87.0,2.0,2011-01-01 00:00:00,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Feminino,9.0,10.0,8.0,11,7.9,,,8.188,,Não,,Escola Pública,,7.5,8.333,8.0,Aluno-441,3.0,Topázio,,,Topázio,Topázio,,8.0,RA-441,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,P,8.188,Topázio,4.0,0.0,0.0,4.0,4.0,0.0,4.0
2022,2011,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,8.0,78.0,1.0,2011-01-01 00:00:00,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Feminino,10.0,10.0,7.5,11,8.2,,,8.226,,Não,,Escola Pública,,7.5,8.222,9.0,Aluno-442,3.0,nan,,,nan,Topázio,,6.0,RA-442,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,P,8.226,nan,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2019,2009,2022,1,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,48.0,321.0,4.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,5.6,13,9.1,,,7.482,,Sim,,Escola Pública,,7.5,8.5,8.0,Aluno-443,3.0,Ametista,,,Ametista,Ametista,,3.2,RA-443,Promovido de Fase,Promovido de Fase,Mantido na Fase + Bolsa,nan,Não atendido,P,7.482,Ametista,3.0,0.0,0.0,3.0,3.0,0.0,3.0
2018,2011,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,99.0,601.0,8.0,2011-01-01 00:00:00,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Masculino,9.0,10.0,3.1,11,7.2,,,6.665,,Não,,Escola Pública,,5.0,7.778,1.5,Aluno-444,3.0,Ágata,,,Ametista,Ágata,,4.7,RA-444,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,P,6.665,Ágata,2.0,0.0,0.0,3.0,2.0,0.0,2.0
2022,2010,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,79.0,518.0,7.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,9.0,5.0,3.8,12,9.4,,,6.924,,Não,,Escola Pública,,7.5,7.5,0.0,Aluno-445,3.0,nan,,,nan,Ágata,,7.5,RA-445,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,P,6.924,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2018,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,54.0,373.0,5.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.5,5.0,6.9,13,8.9,,,7.367,,Não,,Escola Pública,,5.0,7.889,6.3,Aluno-446,3.0,Ágata,,,Quartzo,Ametista,,7.5,RA-446,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,P,7.367,Ágata,2.0,0.0,0.0,1.0,3.0,0.0,2.0
2022,2012,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,144.0,773.0,10.0,2012-01-01 00:00:00,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Feminino,0.0,10.0,3.5,10,7.0,,,5.607,,Não,,Escola Pública,,7.5,5.556,7.0,Aluno-447,3.0,nan,,,nan,Quartzo,,0.0,RA-447,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,P,5.607,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022,2011,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,19.0,150.0,3.0,2011-01-01 00:00:00,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Feminino,9.0,10.0,5.5,11,9.7,,,7.972,,Não,,Escola Pública,,7.5,8.111,5.0,Aluno-448,3.0,nan,,,nan,Ametista,,6.0,RA-448,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,P,7.972,nan,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2022,2010,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,129.0,703.0,9.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,0.0,5.0,7.0,12,6.0,,,6.143,,Não,,Escola Pública,,7.5,8.111,6.0,Aluno-449,3.0,nan,,,nan,Ágata,,8.0,RA-449,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,P,6.143,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2021,2009,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,29.0,188.0,2.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,10.0,5.0,7.5,13,9.1,,,7.843,,Não,,Escola Pública,,7.5,8.111,6.8,Aluno-450,3.0,nan,,,Ágata,Ametista,,8.2,RA-450,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,Q,7.843,nan,0.0,0.0,0.0,2.0,3.0,0.0,0.0
2019,2009,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,117.0,654.0,9.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,6.1,13,6.0,,,6.434,,Não,,Escola Pública,,6.3,6.889,3.1,Aluno-451,3.0,Ametista,,,Quartzo,Ágata,,9.2,RA-451,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,nan,Requer avaliação,Q,6.434,Ametista,3.0,0.0,0.0,1.0,2.0,0.0,3.0
2021,2009,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,127.0,690.0,10.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,4.8,13,5.6,,,6.287,,Não,,Escola Pública,,7.5,7.167,5.0,Aluno-452,3.0,nan,,,Ametista,Ágata,,4.5,RA-452,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,Q,6.287,nan,0.0,0.0,0.0,3.0,2.0,0.0,0.0
2022,2009,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,28.0,187.0,1.0,2009-01-01 00:00:00,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,8.8,13,8.7,,,7.845,,Não,,Escola Pública,,7.5,7.778,8.0,Aluno-453,3.0,nan,,,nan,Ametista,,9.5,RA-453,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,Q,7.845,nan,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018,2008,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,145.0,779.0,12.0,2008-01-01 00:00:00,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 4 (9º ano),Masculino,9.5,5.0,2.3,14,8.6,,,5.561,,Não,,Escola Pública,,5.0,5.444,0.0,Aluno-454,3.0,Quartzo,,,Ágata,Quartzo,,4.7,RA-454,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não indicado,Q,5.561,Quartzo,1.0,0.0,0.0,2.0,1.0,0.0,1.0
2022,2010,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,81.0,529.0,6.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,7.0,5.0,6.3,12,7.9,,,6.876,,Não,,Escola Pública,,7.5,7.278,6.0,Aluno-455,3.0,nan,,,nan,Ágata,,6.5,RA-455,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,Q,6.876,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2022,2010,2022,1,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,65.0,432.0,5.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,6.4,5.0,7.3,12,8.2,,,7.193,,Não,,Escola Pública,,6.3,8.389,6.0,Aluno-456,3.0,nan,,,nan,Ametista,,8.7,RA-456,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,Q,7.193,nan,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2022,2010,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,40.0,240.0,3.0,2010-01-01 00:00:00,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,8.0,5.0,8.5,12,8.8,,,7.68,,Não,,Escola Pública,,7.5,7.667,7.0,Aluno-457,3.0,nan,,,nan,Ametista,,10.0,RA-457,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,Q,7.68,nan,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2019,2009,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,113.0,642.0,8.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,8.0,5.0,5.6,13,7.7,,,6.512,,Não,,Escola Pública,,7.5,5.833,4.7,Aluno-458,3.0,Ametista,,,Quartzo,Ágata,,6.5,RA-458,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,Q,6.512,Ametista,3.0,0.0,0.0,1.0,2.0,0.0,3.0
2019,2010,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,59.0,401.0,4.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,7.0,5.0,7.3,12,9.1,,,7.28,,Não,,Escola Pública,,8.1,7.222,5.3,Aluno-459,3.0,Ametista,,,Ametista,Ametista,,9.2,RA-459,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Sem limitações,Q,7.28,Ametista,3.0,0.0,0.0,3.0,3.0,0.0,3.0
2022,2010,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,140.0,758.0,11.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,6.8,5.0,3.3,12,8.1,,,5.711,,Não,,Escola Pública,,7.5,5.056,0.5,Aluno-460,3.0,nan,,,nan,Quartzo,,6.0,RA-460,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,Q,5.711,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,2010,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,149.0,792.0,13.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,0.0,5.0,3.8,12,6.7,,,5.451,,Não,,Escola Pública,,7.5,7.222,1.5,Aluno-461,3.0,Ametista,,,Ametista,Quartzo,,6.2,RA-461,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Sem limitações,Q,5.451,Ametista,3.0,0.0,0.0,3.0,1.0,0.0,3.0
2022,2008,2022,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,106.0,616.0,7.0,2008-01-01 00:00:00,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 4 (9º ano),Masculino,10.0,5.0,3.6,14,8.5,,,6.626,,Não,,Escola Pública,,7.5,6.778,2.0,Aluno-462,3.0,nan,,,nan,Ágata,,5.2,RA-462,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Sem limitações,Q,6.626,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020,2010,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,119.0,658.0,11.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,10.0,5.0,2.5,12,7.8,,,6.41,,Não,,Escola Pública,,7.5,7.389,2.0,Aluno-463,3.0,Quartzo,,,Quartzo,Ágata,,3.0,RA-463,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U,6.41,Quartzo,1.0,0.0,0.0,1.0,2.0,0.0,1.0
2022,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,91.0,570.0,7.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,7.5,5.0,4.8,13,8.0,,,6.745,,Não,,Escola Pública,,7.5,7.722,2.7,Aluno-464,3.0,nan,,,nan,Ágata,,7.0,RA-464,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U,6.745,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2019,2011,2022,1,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,18.0,139.0,1.0,2011-01-01 00:00:00,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Masculino,8.0,10.0,7.8,11,7.9,,,8.012,,Não,,Escola Pública,,7.5,8.444,9.3,Aluno-465,3.0,Topázio,,,Ametista,Ametista,,6.3,RA-465,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Não atendido,U,8.012,Topázio,4.0,0.0,0.0,3.0,3.0,0.0,4.0
2022,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,85.0,546.0,6.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,8.5,5.0,3.3,13,9.7,,,6.826,,Não,,Escola Pública,,7.5,7.556,0.5,Aluno-466,3.0,nan,,,nan,Ágata,,6.0,RA-466,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U,6.826,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2022,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,121.0,664.0,12.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,5.8,5.0,5.5,13,8.4,,,6.38,,Não,,Escola Pública,,5.0,7.111,5.0,Aluno-467,3.0,nan,,,nan,Ágata,,6.0,RA-467,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,U,6.38,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2022,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,125.0,682.0,13.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,9.5,5.0,4.1,13,6.7,,,6.313,,Não,,Escola Pública,,7.5,6.722,4.5,Aluno-468,3.0,nan,,,nan,Ágata,,3.7,RA-468,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,U,6.313,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2022,2011,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,41.0,263.0,2.0,2011-01-01 00:00:00,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 2 (5º e 6º ano),Feminino,9.0,10.0,5.7,11,9.6,,,7.624,,Não,,Escola Pública,,5.0,7.833,6.2,Aluno-469,3.0,nan,,,nan,Ametista,,5.2,RA-469,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Requer avaliação,U,7.624,nan,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2019,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,53.0,369.0,3.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,8.0,5.0,6.3,13,9.7,,,7.378,,Não,,Escola Pública,,7.5,7.5,5.3,Aluno-470,3.0,Ametista,,,Ametista,Ametista,,7.3,RA-470,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U,7.378,Ametista,3.0,0.0,0.0,3.0,3.0,0.0,3.0
2020,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,112.0,639.0,9.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,3.5,5.0,6.3,13,8.5,,,6.535,,Não,,Escola Pública,,5.0,8.056,5.7,Aluno-471,3.0,Ágata,,,Ágata,Ágata,,6.8,RA-471,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,U,6.535,Ágata,2.0,0.0,0.0,2.0,2.0,0.0,2.0
2022,2010,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,133.0,735.0,14.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,2.0,12,7.0,,,5.93,,Não,,Escola Pública,,7.5,7.056,1.8,Aluno-472,3.0,nan,,,nan,Quartzo,,2.2,RA-472,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U,5.93,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,2010,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,134.0,737.0,15.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,8.0,5.0,4.3,12,6.1,,,5.915,,Não,,Escola Pública,,7.5,5.889,4.5,Aluno-473,3.0,Ametista,,,Ametista,Quartzo,,4.0,RA-473,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,U,5.915,Ametista,3.0,0.0,0.0,3.0,1.0,0.0,3.0
2019,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,115.0,650.0,10.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,9.5,5.0,3.0,13,9.1,,,6.446,,Não,,Escola Pública,,7.5,6.0,1.3,Aluno-474,3.0,Ametista,,,Ametista,Ágata,,4.7,RA-474,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U,6.446,Ametista,3.0,0.0,0.0,3.0,2.0,0.0,3.0
2022,2010,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,63.0,430.0,4.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,8.5,5.0,5.8,12,9.2,,,7.199,,Não,,Escola Pública,,7.5,7.667,3.3,Aluno-475,3.0,nan,,,nan,Ametista,,8.3,RA-475,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U,7.199,nan,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2019,2010,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,78.0,513.0,5.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,5.5,12,9.3,,,6.931,,Não,,Escola Pública,,4.4,7.556,5.0,Aluno-476,3.0,Ágata,,,Ametista,Ágata,,6.0,RA-476,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,U,6.931,Ágata,2.0,0.0,0.0,3.0,2.0,0.0,2.0
2022,2009,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,155.0,860.0,16.0,2009-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,0.0,5.0,0.7,13,5.0,,,3.633,,Não,,Escola Pública,,5.6,4.5,0.3,Aluno-477,3.0,nan,,,nan,Quartzo,,1.0,RA-477,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Requer avaliação,U,3.633,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,2010,2022,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,96.0,588.0,8.0,2010-01-01 00:00:00,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,8.5,5.0,4.9,12,9.1,,,6.709,,Não,,Escola Pública,,5.6,7.056,3.8,Aluno-478,3.0,Ametista,,,Ametista,Ágata,,6.0,RA-478,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,U,6.709,Ametista,3.0,0.0,0.0,3.0,2.0,0.0,3.0
